canonical_key,name,type,category,category_label,primary_muscle,primary_muscle_label,difficulty,equipments,instructions,safety_info,language,source,active
"fitos:elevacao-frontal-no-cabo","Elevação frontal no cabo","strength","cabos","Cabos e polias","ombros","Ombros","iniciante","polia baixa","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute elevação frontal no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-lateral-com-halteres","Elevação lateral com halteres","strength","pesos_livres","Pesos livres","ombros","Ombros","iniciante","halteres","Prepare o equipamento e assuma uma base estável. Execute elevação lateral com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-lateral-inclinada","Elevação lateral inclinada","strength","pesos_livres","Pesos livres","ombros","Ombros","intermediario","halter|banco","Prepare o equipamento e assuma uma base estável. Execute elevação lateral inclinada com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-lateral-na-maquina","Elevação lateral na máquina","strength","maquinas","Máquinas e aparelhos","ombros","Ombros","iniciante","máquina de elevação lateral","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute elevação lateral na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:elevacao-lateral-no-cabo","Elevação lateral no cabo","strength","cabos","Cabos e polias","ombros","Ombros","iniciante","polia baixa","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute elevação lateral no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:flexao-pike","Flexão pike","strength","peso_corporal","Peso corporal","ombros","Ombros","intermediario","peso corporal","Posicione o corpo de forma estável para flexão pike. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:parada-de-maos-assistida","Parada de mãos assistida","strength","peso_corporal","Peso corporal","ombros","Ombros","avancado","parede","Posicione o corpo de forma estável para parada de mãos assistida. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna. Recomenda-se supervisão profissional até dominar a execução.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:remada-alta-com-barra","Remada alta com barra","strength","pesos_livres","Pesos livres","ombros","Ombros","intermediario","barra","Prepare o equipamento e assuma uma base estável. Execute remada alta com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:remada-alta-no-cabo","Remada alta no cabo","strength","cabos","Cabos e polias","ombros","Ombros","intermediario","polia baixa|barra","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute remada alta no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:panturrilha-bilateral-no-solo","Panturrilha bilateral no solo","strength","peso_corporal","Peso corporal","panturrilhas","Panturrilhas","iniciante","peso corporal","Posicione o corpo de forma estável para panturrilha bilateral no solo. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:panturrilha-em-pe-com-halteres","Panturrilha em pé com halteres","strength","pesos_livres","Pesos livres","panturrilhas","Panturrilhas","iniciante","halteres","Prepare o equipamento e assuma uma base estável. Execute panturrilha em pé com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:panturrilha-em-pe-na-maquina","Panturrilha em pé na máquina","strength","maquinas","Máquinas e aparelhos","panturrilhas","Panturrilhas","iniciante","máquina de panturrilha","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute panturrilha em pé na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:panturrilha-no-leg-press","Panturrilha no leg press","strength","maquinas","Máquinas e aparelhos","panturrilhas","Panturrilhas","iniciante","leg press","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute panturrilha no leg press na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:panturrilha-no-smith","Panturrilha no Smith","strength","maquinas","Máquinas e aparelhos","panturrilhas","Panturrilhas","iniciante","máquina Smith|plataforma","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute panturrilha no smith na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:panturrilha-sentada-na-maquina","Panturrilha sentada na máquina","strength","maquinas","Máquinas e aparelhos","panturrilhas","Panturrilhas","iniciante","máquina de panturrilha sentada","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute panturrilha sentada na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:panturrilha-sentado-com-barra","Panturrilha sentado com barra","strength","pesos_livres","Pesos livres","panturrilhas","Panturrilhas","intermediario","barra|banco","Prepare o equipamento e assuma uma base estável. Execute panturrilha sentado com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:panturrilha-unilateral-em-degrau","Panturrilha unilateral em degrau","strength","peso_corporal","Peso corporal","panturrilhas","Panturrilhas","iniciante","degrau","Posicione o corpo de forma estável para panturrilha unilateral em degrau. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:chest-press-sentado","Chest press sentado","strength","maquinas","Máquinas e aparelhos","peitoral","Peitoral","iniciante","máquina chest press","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute chest press sentado na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crossover-alto","Crossover alto","strength","cabos","Cabos e polias","peitoral","Peitoral","iniciante","polia dupla","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute crossover alto sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crossover-baixo","Crossover baixo","strength","cabos","Cabos e polias","peitoral","Peitoral","intermediario","polia dupla","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute crossover baixo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crossover-medio","Crossover médio","strength","cabos","Cabos e polias","peitoral","Peitoral","iniciante","polia dupla","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute crossover médio sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crucifixo-inclinado-com-halteres","Crucifixo inclinado com halteres","strength","pesos_livres","Pesos livres","peitoral","Peitoral","iniciante","halteres|banco inclinado","Prepare o equipamento e assuma uma base estável. Execute crucifixo inclinado com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crucifixo-na-maquina-peck-deck","Crucifixo na máquina peck deck","strength","maquinas","Máquinas e aparelhos","peitoral","Peitoral","iniciante","máquina peck deck","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute crucifixo na máquina peck deck na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crucifixo-reto-com-halteres","Crucifixo reto com halteres","strength","pesos_livres","Pesos livres","peitoral","Peitoral","iniciante","halteres|banco reto","Prepare o equipamento e assuma uma base estável. Execute crucifixo reto com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:crucifixo-unilateral-no-cabo","Crucifixo unilateral no cabo","strength","cabos","Cabos e polias","peitoral","Peitoral","intermediario","polia","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute crucifixo unilateral no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:flexao-arqueiro","Flexão arqueiro","strength","peso_corporal","Peso corporal","peitoral","Peitoral","avancado","peso corporal","Posicione o corpo de forma estável para flexão arqueiro. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna. Recomenda-se supervisão profissional até dominar a execução.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:flexao-de-bracos","Flexão de braços","strength","peso_corporal","Peso corporal","peitoral","Peitoral","iniciante","peso corporal","Posicione o corpo de forma estável para flexão de braços. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:flexao-declinada","Flexão declinada","strength","peso_corporal","Peso corporal","peitoral","Peitoral","intermediario","apoio para os pés","Posicione o corpo de forma estável para flexão declinada. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:flexao-diamante","Flexão diamante","strength","peso_corporal","Peso corporal","peitoral","Peitoral","intermediario","peso corporal","Posicione o corpo de forma estável para flexão diamante. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:flexao-inclinada","Flexão inclinada","strength","peso_corporal","Peso corporal","peitoral","Peitoral","iniciante","apoio elevado","Posicione o corpo de forma estável para flexão inclinada. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:paralelas-com-foco-no-peitoral","Paralelas com foco no peitoral","strength","peso_corporal","Peso corporal","peitoral","Peitoral","intermediario","barras paralelas","Posicione o corpo de forma estável para paralelas com foco no peitoral. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:pullover-com-halter","Pullover com halter","strength","pesos_livres","Pesos livres","peitoral","Peitoral","intermediario","halter|banco","Prepare o equipamento e assuma uma base estável. Execute pullover com halter com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-com-pegada-fechada","Supino com pegada fechada","strength","pesos_livres","Pesos livres","peitoral","Peitoral","intermediario","barra|banco reto","Prepare o equipamento e assuma uma base estável. Execute supino com pegada fechada com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-declinado-com-barra","Supino declinado com barra","strength","pesos_livres","Pesos livres","peitoral","Peitoral","intermediario","barra|banco declinado","Prepare o equipamento e assuma uma base estável. Execute supino declinado com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-declinado-com-halteres","Supino declinado com halteres","strength","pesos_livres","Pesos livres","peitoral","Peitoral","intermediario","halteres|banco declinado","Prepare o equipamento e assuma uma base estável. Execute supino declinado com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-declinado-na-maquina","Supino declinado na máquina","strength","maquinas","Máquinas e aparelhos","peitoral","Peitoral","iniciante","máquina de supino declinado","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute supino declinado na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-inclinado-com-barra","Supino inclinado com barra","strength","pesos_livres","Pesos livres","peitoral","Peitoral","intermediario","barra|banco inclinado","Prepare o equipamento e assuma uma base estável. Execute supino inclinado com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-inclinado-com-halteres","Supino inclinado com halteres","strength","pesos_livres","Pesos livres","peitoral","Peitoral","iniciante","halteres|banco inclinado","Prepare o equipamento e assuma uma base estável. Execute supino inclinado com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-inclinado-na-maquina","Supino inclinado na máquina","strength","maquinas","Máquinas e aparelhos","peitoral","Peitoral","iniciante","máquina de supino inclinado","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute supino inclinado na máquina na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-reto-com-barra","Supino reto com barra","strength","pesos_livres","Pesos livres","peitoral","Peitoral","intermediario","barra|banco reto","Prepare o equipamento e assuma uma base estável. Execute supino reto com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:supino-reto-com-halteres","Supino reto com halteres","strength","pesos_livres","Pesos livres","peitoral","Peitoral","iniciante","halteres|banco reto","Prepare o equipamento e assuma uma base estável. Execute supino reto com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:cadeira-flexora","Cadeira flexora","strength","maquinas","Máquinas e aparelhos","posteriores_coxa","Posteriores de coxa","iniciante","cadeira flexora","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute cadeira flexora na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:flexao-de-joelhos-no-cabo","Flexão de joelhos no cabo","strength","cabos","Cabos e polias","posteriores_coxa","Posteriores de coxa","intermediario","polia baixa|tornozeleira","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute flexão de joelhos no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:flexora-em-pe-unilateral","Flexora em pé unilateral","strength","maquinas","Máquinas e aparelhos","posteriores_coxa","Posteriores de coxa","iniciante","máquina flexora em pé","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute flexora em pé unilateral na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:good-morning-com-barra","Good morning com barra","strength","pesos_livres","Pesos livres","posteriores_coxa","Posteriores de coxa","avancado","barra","Prepare o equipamento e assuma uma base estável. Execute good morning com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna. Recomenda-se supervisão profissional até dominar a execução.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:levantamento-terra-romeno-com-barra","Levantamento terra romeno com barra","strength","pesos_livres","Pesos livres","posteriores_coxa","Posteriores de coxa","intermediario","barra","Prepare o equipamento e assuma uma base estável. Execute levantamento terra romeno com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:levantamento-terra-romeno-com-halteres","Levantamento terra romeno com halteres","strength","pesos_livres","Pesos livres","posteriores_coxa","Posteriores de coxa","iniciante","halteres","Prepare o equipamento e assuma uma base estável. Execute levantamento terra romeno com halteres com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:mesa-flexora","Mesa flexora","strength","maquinas","Máquinas e aparelhos","posteriores_coxa","Posteriores de coxa","iniciante","mesa flexora","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute mesa flexora na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:nordic-curl-assistido","Nordic curl assistido","strength","peso_corporal","Peso corporal","posteriores_coxa","Posteriores de coxa","avancado","apoio para os pés","Posicione o corpo de forma estável para nordic curl assistido. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna. Recomenda-se supervisão profissional até dominar a execução.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:ponte-com-caminhada-dos-calcanhares","Ponte com caminhada dos calcanhares","strength","peso_corporal","Peso corporal","posteriores_coxa","Posteriores de coxa","intermediario","colchonete","Posicione o corpo de forma estável para ponte com caminhada dos calcanhares. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:pull-through-no-cabo","Pull-through no cabo","strength","cabos","Cabos e polias","posteriores_coxa","Posteriores de coxa","iniciante","polia baixa|corda","Ajuste a polia e o acessório indicados. Assuma uma base estável, mantenha o tronco firme e execute pull-through no cabo sem usar impulso. Retorne de forma lenta, preservando a tensão do cabo.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:stiff-com-barra","Stiff com barra","strength","pesos_livres","Pesos livres","posteriores_coxa","Posteriores de coxa","intermediario","barra","Prepare o equipamento e assuma uma base estável. Execute stiff com barra com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:terra-romeno-no-smith","Terra romeno no Smith","strength","maquinas","Máquinas e aparelhos","posteriores_coxa","Posteriores de coxa","intermediario","máquina Smith","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute terra romeno no smith na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:afundo-no-smith","Afundo no Smith","strength","maquinas","Máquinas e aparelhos","quadriceps","Quadríceps","intermediario","máquina Smith","Ajuste o equipamento ao seu corpo e selecione uma carga adequada. Estabilize o tronco, execute afundo no smith na amplitude confortável e retorne lentamente, mantendo o controle durante todo o movimento.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:afundo-reverso","Afundo reverso","strength","peso_corporal","Peso corporal","quadriceps","Quadríceps","iniciante","peso corporal","Posicione o corpo de forma estável para afundo reverso. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-bulgaro","Agachamento búlgaro","strength","pesos_livres","Pesos livres","quadriceps","Quadríceps","intermediario","halteres|banco","Prepare o equipamento e assuma uma base estável. Execute agachamento búlgaro com coluna neutra, articulações alinhadas e amplitude confortável. Controle a fase de retorno e não use impulso para completar a repetição.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
"fitos:agachamento-com-salto","Agachamento com salto","strength","peso_corporal","Peso corporal","quadriceps","Quadríceps","intermediario","peso corporal","Posicione o corpo de forma estável para agachamento com salto. Ative o core, mantenha o alinhamento das articulações e execute em amplitude confortável, com ritmo controlado e respiração contínua.","Use técnica controlada, carga compatível e interrompa em caso de dor aguda, tontura ou perda de estabilidade. Evite prender a respiração e compensar com a coluna.","pt-BR","FITOS_CURATED_CATALOG_V1","true"
